TimeStamp,.[Puffing2.Flow_FT20530.],.[Puffing2.Flow_FT24540.],.[Puffing2.Flow_Rate_FP6.],.[Puffing2.Flow_Rate_FP7.],.[Puffing2.FLOW_RATE_FP8.],.[Puffing2.Motor_EM2152.0],.[Puffing2.Motor_EM25560.],.[Puffing2.MOTOR_EM25570.],.[Puffing2.PID_PT2051.Out],.[Puffing2.PID_PT2051.PV],.[Puffing2.PID_PT2051.SP],.[Puffing2.PID_TT2051.out],.[Puffing2.PID_TT2051.PV],.[Puffing2.PID_TT2051.SP],.[Puffing2.PID_TT2454O.Out],.[Puffing2.PID_TT2454O.PV],.[Puffing2.PID_TT2454O.SP],.[Puffing2.PRESS_DPT2357.0],.[Puffing2.Press_PT20510.],.[Puffing2.Press_PT2152.0],.[Puffing2.Temp_TE20510.],.[Puffing2.TEMP_TE2454I.0],.[Puffing2.TEMP_TE2454O0.],.[Puffing2.TEMP_TE2455I0],.[Puffing2.TEMP_TE2455O0],.[Puffing2.TEMP_TE24600]
8/1/25 17:04,3.868237972,0.008859445,-0.007806829,-0.006435756,-0.002224975,65.51299286,-0.034199998,0.241498247,12.23193359,3.504561186,1.130778074,99.99886322,86.10722351,356.3014832,38.61044312,85.08130646,118.0063934,-0.248597935,3.504249573,2.525800943,86.12888336,96.42442322,85.08300781,81.11289978,79.7430954,81.24191284
8/1/25 17:09,3.5,0.008648004,-0.00786289,-0.006519759,-0.002196995,65.70838165,-0.034199998,0.265131325,12.26822281,3.504729748,1.134144783,99.99886322,86.02433777,356.3012695,38.72229385,85.07685852,118.3482437,-0.24857071,3.504412651,2.526273966,86.04640961,96.32482147,85.07849121,81.15824127,79.72812653,81.23996735
8/1/25 17:14,3.5,0.008436562,-0.007918952,-0.006603762,-0.002169015,65.90377045,-0.034199998,0.288764417,12.30451202,3.504898548,1.137511492,99.99886322,85.94145966,356.3010864,38.83414459,85.07240295,118.6901016,-0.248543501,3.504575729,2.52674675,85.96392822,96.22971344,85.07397461,81.11122131,79.71315765,81.23802185
8/1/25 17:19,3.5,0.008225122,-0.007975014,-0.006687765,-0.002141034,66.09915924,-0.034199998,0.31239751,12.34080124,3.50506711,1.140878081,99.99885559,85.85858154,356.3008728,38.94599915,85.06795502,119.0319595,-0.248516291,3.504738808,2.527219772,85.88145447,96.13609314,85.06945801,81.06048584,79.69818878,81.23607635
8/1/25 17:24,3.5,0.008013681,-0.008031076,-0.006771768,-0.002113054,66.29454803,-0.034199998,0.336030573,12.37709045,3.505235672,1.14424479,99.99885559,85.77570343,356.3006897,39.05784988,85.06349945,119.3738174,-0.248489067,3.504901886,2.527692795,85.79897308,96.04247284,85.06493378,81.00975037,79.68321991,81.23413086
8/1/25 17:29,24,0.007802239,-0.008087137,-0.006855771,-0.002085074,66.48993683,-0.034199998,0.359663665,12.41337967,3.505404472,1.147611499,99.99884796,85.69281769,356.3005066,39.16970062,85.05905151,119.7156754,-0.248461857,3.505065203,2.528165817,85.71649933,95.94885254,85.06041718,80.95900726,79.66824341,81.23218536
8/1/25 17:34,24.0962944,0.007590798,-0.008143199,-0.006939774,-0.002057094,66.68532562,-0.034199998,0.383296758,12.44966888,3.505573034,1.150978088,99.99884796,85.60993958,356.300293,39.28155518,85.05459595,120.0575333,-0.248434648,3.505228281,2.52863884,85.63401794,95.85523987,85.05590057,80.90827179,79.65327454,81.23023987
8/1/25 17:39,24,0.007379357,-0.008199261,-0.007023777,-0.002029114,66.88071442,-0.034199998,0.406929821,12.4859581,3.505741596,1.154344797,99.99884033,85.52706146,356.3001099,39.39340591,85.05014801,120.3993912,-0.248407423,3.505391359,2.529111624,85.55154419,95.76161957,85.05138397,80.85753632,79.63830566,81.22829437
8/1/25 17:44,24.44470978,0.007167915,-0.008255322,-0.00710778,-0.002001134,67.07610321,-0.034199998,0.430562913,12.52224827,3.505910158,1.157711506,99.99884033,85.44418335,356.2998962,39.50525665,85.04569244,120.7412491,-0.248380214,3.505554438,2.529584646,85.46907043,95.66799927,85.04686737,80.80680084,79.62333679,81.22634888
8/1/25 17:49,24.5,0.006956474,-0.008311384,-0.007191784,-0.001973154,67.271492,-0.034199998,0.454196006,12.55853748,3.506078959,1.161078095,99.9988327,85.36129761,356.2997131,39.61710739,85.04124451,121.0830994,-0.248353004,3.505717516,2.530057669,85.38658905,95.5743866,85.04235077,80.75605774,79.60836792,81.22440338
